marketing_airline,marketing_airline_name,market,total_orders,void_orders,free_cancel_24h_orders,void_or_24h_orders
SQ,SINGAPORE AIRLINES,BH,1,1,0,1
SQ,SINGAPORE AIRLINES,BR,140,59,0,59
SQ,SINGAPORE AIRLINES,BY,14,3,0,3
SQ,SINGAPORE AIRLINES,CA,582,377,4,381
SQ,SINGAPORE AIRLINES,CH,78,55,0,55
SQ,SINGAPORE AIRLINES,CN,455,359,0,359
SQ,SINGAPORE AIRLINES,CO,24,14,0,14
SQ,SINGAPORE AIRLINES,CZ,1,1,0,1
SQ,SINGAPORE AIRLINES,DE,2796,2548,1,2549
SQ,SINGAPORE AIRLINES,DK,19,10,0,10
SQ,SINGAPORE AIRLINES,ES,320,294,0,294
SQ,SINGAPORE AIRLINES,FI,9,5,0,5
SQ,SINGAPORE AIRLINES,FR,1313,1210,0,1210
SQ,SINGAPORE AIRLINES,GB,20052,13944,7,13951
SQ,SINGAPORE AIRLINES,GR,11,6,0,6
SQ,SINGAPORE AIRLINES,HK,12088,5672,0,5672
SQ,SINGAPORE AIRLINES,ID,17727,10570,4,10574
SQ,SINGAPORE AIRLINES,IE,30,9,0,9
SQ,SINGAPORE AIRLINES,IL,22,12,0,12
SQ,SINGAPORE AIRLINES,IN,1588,916,1,917
SQ,SINGAPORE AIRLINES,IT,500,463,0,463
SQ,SINGAPORE AIRLINES,JP,11166,6831,0,6831
SQ,SINGAPORE AIRLINES,KR,3609,3282,2,3284
SQ,SINGAPORE AIRLINES,KZ,27,6,0,6
SQ,SINGAPORE AIRLINES,MX,357,295,0,295
SQ,SINGAPORE AIRLINES,MY,8592,4630,9,4639
SQ,SINGAPORE AIRLINES,NL,608,558,1,559
SQ,SINGAPORE AIRLINES,NZ,253,168,0,168
SQ,SINGAPORE AIRLINES,OM,11,2,0,2
SQ,SINGAPORE AIRLINES,PE,2,1,0,1
SQ,SINGAPORE AIRLINES,PH,1755,1043,0,1043
SQ,SINGAPORE AIRLINES,PK,13,4,0,4
SQ,SINGAPORE AIRLINES,PL,45,22,1,23
SQ,SINGAPORE AIRLINES,PT,9,6,0,6
SQ,SINGAPORE AIRLINES,QA,6,3,0,3
SQ,SINGAPORE AIRLINES,RU,1810,767,0,767
SQ,SINGAPORE AIRLINES,SA,175,127,0,127
SQ,SINGAPORE AIRLINES,SE,16,11,0,11
SQ,SINGAPORE AIRLINES,SG,80562,31795,23,31818
SQ,SINGAPORE AIRLINES,TH,3983,1841,2,1843
SQ,SINGAPORE AIRLINES,TR,310,185,0,185
SQ,SINGAPORE AIRLINES,TW,2451,1377,9,1386
SQ,SINGAPORE AIRLINES,UA,7,4,0,4
SQ,SINGAPORE AIRLINES,US,6848,6478,3,6481
SQ,SINGAPORE AIRLINES,VN,1452,424,3,427
TG,THAI AIRWAYS,,104,0,0,0
TG,THAI AIRWAYS,AE,951,767,1,768
TG,THAI AIRWAYS,AR,9,9,0,9
TG,THAI AIRWAYS,AT,131,99,0,99
TG,THAI AIRWAYS,AU,12380,10002,0,10002
TG,THAI AIRWAYS,AZ,12,9,0,9
TG,THAI AIRWAYS,BE,387,290,0,290
TG,THAI AIRWAYS,BH,23,21,0,21
TG,THAI AIRWAYS,BR,168,123,0,123
TG,THAI AIRWAYS,BY,18,9,0,9
TG,THAI AIRWAYS,CA,942,724,5,729
TG,THAI AIRWAYS,CH,441,349,0,349
TG,THAI AIRWAYS,CN,334,233,1,234
TG,THAI AIRWAYS,CO,13,11,0,11
TG,THAI AIRWAYS,CZ,4,1,0,1
TG,THAI AIRWAYS,DE,10302,9074,7,9081
TG,THAI AIRWAYS,DK,156,123,0,123
TG,THAI AIRWAYS,ES,551,491,0,491
TG,THAI AIRWAYS,FI,42,29,0,29
TG,THAI AIRWAYS,FR,4757,4137,1,4138
TG,THAI AIRWAYS,GB,39727,33537,38,33575
TG,THAI AIRWAYS,GR,11,8,0,8
TG,THAI AIRWAYS,HK,21684,15564,9,15573
TG,THAI AIRWAYS,ID,4634,3818,6,3824
TG,THAI AIRWAYS,IE,91,66,0,66
TG,THAI AIRWAYS,IL,338,261,0,261
TG,THAI AIRWAYS,IN,3492,2848,2,2850
TG,THAI AIRWAYS,IT,1876,1627,1,1628
TG,THAI AIRWAYS,JP,25782,21728,2,21730
TG,THAI AIRWAYS,KR,8351,7238,150,7388
TG,THAI AIRWAYS,KW,30,17,0,17
TG,THAI AIRWAYS,KZ,50,41,0,41
TG,THAI AIRWAYS,MX,75,53,0,53
TG,THAI AIRWAYS,MY,8558,6933,0,6933
TG,THAI AIRWAYS,NL,1975,1753,0,1753
TG,THAI AIRWAYS,NZ,175,132,0,132
TG,THAI AIRWAYS,OM,81,63,0,63
TG,THAI AIRWAYS,PE,2,2,0,2
TG,THAI AIRWAYS,PH,1773,1347,2,1349
TG,THAI AIRWAYS,PK,1149,900,0,900
TG,THAI AIRWAYS,PL,103,78,0,78
TG,THAI AIRWAYS,PT,23,18,0,18
TG,THAI AIRWAYS,QA,52,36,0,36
TG,THAI AIRWAYS,RU,3810,2807,1,2808
TG,THAI AIRWAYS,SA,701,467,1,468
TG,THAI AIRWAYS,SE,265,186,0,186
TG,THAI AIRWAYS,SG,14544,12937,1,12938
TG,THAI AIRWAYS,TH,157698,120714,218,120932
TG,THAI AIRWAYS,TR,1337,1078,1,1079
TG,THAI AIRWAYS,TW,11997,9740,1,9741
TG,THAI AIRWAYS,UA,21,14,0,14
TG,THAI AIRWAYS,US,8727,7460,14,7474
TG,THAI AIRWAYS,VN,2252,1862,0,1862
TK,TURKISH AIRLINES,,180,1,0,1
TK,TURKISH AIRLINES,AE,2443,1612,0,1612
TK,TURKISH AIRLINES,AR,69,33,0,33
TK,TURKISH AIRLINES,AT,416,221,0,221
TK,TURKISH AIRLINES,AU,2530,1447,0,1447
TK,TURKISH AIRLINES,AZ,103,38,0,38
TK,TURKISH AIRLINES,BE,601,290,0,290
TK,TURKISH AIRLINES,BH,27,11,0,11
TK,TURKISH AIRLINES,BR,789,452,0,452
TK,TURKISH AIRLINES,BY,71,37,0,37
TK,TURKISH AIRLINES,CA,1688,1018,6,1024
TK,TURKISH AIRLINES,CH,608,374,0,374
TK,TURKISH AIRLINES,CN,573,371,0,371
TK,TURKISH AIRLINES,CO,157,113,0,113
TK,TURKISH AIRLINES,CZ,21,11,0,11
TK,TURKISH AIRLINES,DE,29560,26201,0,26201
TK,TURKISH AIRLINES,DK,101,51,0,51
TK,TURKISH AIRLINES,ES,5515,5066,0,5066
TK,TURKISH AIRLINES,FI,63,35,0,35
TK,TURKISH AIRLINES,FR,13301,11787,2,11789
TK,TURKISH AIRLINES,GB,58155,46319,16,46335
TK,TURKISH AIRLINES,GR,211,112,0,112
TK,TURKISH AIRLINES,HK,8675,6274,0,6274
TK,TURKISH AIRLINES,ID,3180,2056,0,2056
TK,TURKISH AIRLINES,IE,388,249,0,249
TK,TURKISH AIRLINES,IL,142,79,0,79
TK,TURKISH AIRLINES,IN,923,405,0,405
TK,TURKISH AIRLINES,IT,5512,5053,1,5054
TK,TURKISH AIRLINES,JP,10753,6047,0,6047
TK,TURKISH AIRLINES,KR,3640,3356,4,3360
TK,TURKISH AIRLINES,KW,64,32,0,32
TK,TURKISH AIRLINES,KZ,410,244,0,244
TK,TURKISH AIRLINES,MX,177,82,0,82
TK,TURKISH AIRLINES,MY,3046,2270,0,2270
TK,TURKISH AIRLINES,NL,6498,5803,0,5803
TK,TURKISH AIRLINES,NZ,135,60,0,60
TK,TURKISH AIRLINES,OM,76,28,0,28
TK,TURKISH AIRLINES,PE,2,1,0,1
TK,TURKISH AIRLINES,PH,806,526,0,526
TK,TURKISH AIRLINES,PK,563,336,0,336
TK,TURKISH AIRLINES,PL,327,203,0,203
TK,TURKISH AIRLINES,PT,183,124,0,124
TK,TURKISH AIRLINES,QA,107,55,0,55
TK,TURKISH AIRLINES,RU,25126,13068,2,13070
TK,TURKISH AIRLINES,SA,5614,3846,0,3846
TK,TURKISH AIRLINES,SE,330,146,0,146
TK,TURKISH AIRLINES,SG,2928,2765,0,2765
TK,TURKISH AIRLINES,TH,3217,2240,0,2240
TK,TURKISH AIRLINES,TR,4140,2214,1,2215
TK,TURKISH AIRLINES,TW,2876,2165,0,2165
TK,TURKISH AIRLINES,UA,168,98,0,98
TK,TURKISH AIRLINES,US,9325,8318,2,8320
TK,TURKISH AIRLINES,VE,3,3,0,3
TK,TURKISH AIRLINES,VN,1288,977,0,977
UA,UNITED AIRLINES,,60,0,0,0
UA,UNITED AIRLINES,AE,120,54,45,99
UA,UNITED AIRLINES,AT,7,3,4,7
UA,UNITED AIRLINES,AU,1147,469,601,1070
UA,UNITED AIRLINES,AZ,3,1,2,3
UA,UNITED AIRLINES,BE,40,23,13,36
UA,UNITED AIRLINES,BR,148,78,48,126
UA,UNITED AIRLINES,BY,2,0,2,2
UA,UNITED AIRLINES,CA,1175,581,397,978
UA,UNITED AIRLINES,CH,24,10,11,21
UA,UNITED AIRLINES,CN,89,44,33,77
UA,UNITED AIRLINES,CO,3,2,1,3
UA,UNITED AIRLINES,DE,554,287,186,473
UA,UNITED AIRLINES,DK,1,1,0,1
UA,UNITED AIRLINES,ES,687,381,217,598
UA,UNITED AIRLINES,FI,1,1,0,1
UA,UNITED AIRLINES,FR,617,240,303,543
UA,UNITED AIRLINES,GB,6014,2556,2847,5403
UA,UNITED AIRLINES,GR,2,1,1,2
UA,UNITED AIRLINES,HK,11801,3586,6493,10079
UA,UNITED AIRLINES,ID,287,101,131,232
UA,UNITED AIRLINES,IE,24,12,9,21
UA,UNITED AIRLINES,IL,6,4,2,6
UA,UNITED AIRLINES,IN,295,100,156,256
UA,UNITED AIRLINES,IT,190,81,100,181
UA,UNITED AIRLINES,JP,8338,2599,4959,7558
UA,UNITED AIRLINES,KR,2415,527,1542,2069
UA,UNITED AIRLINES,KW,5,2,3,5
UA,UNITED AIRLINES,KZ,32,12,19,31
UA,UNITED AIRLINES,MX,230,144,62,206
UA,UNITED AIRLINES,MY,412,141,189,330
UA,UNITED AIRLINES,NL,184,81,81,162
UA,UNITED AIRLINES,NZ,44,12,23,35
UA,UNITED AIRLINES,OM,2,0,2,2
UA,UNITED AIRLINES,PE,1,0,1,1
UA,UNITED AIRLINES,PH,744,309,323,632
UA,UNITED AIRLINES,PK,25,8,13,21
UA,UNITED AIRLINES,PL,18,7,8,15
UA,UNITED AIRLINES,PT,5,5,0,5
UA,UNITED AIRLINES,QA,19,8,7,15
UA,UNITED AIRLINES,RU,734,270,376,646
UA,UNITED AIRLINES,SA,74,19,47,66
UA,UNITED AIRLINES,SE,3,1,2,3
UA,UNITED AIRLINES,SG,1243,601,498,1099
UA,UNITED AIRLINES,TH,2815,530,1919,2449
UA,UNITED AIRLINES,TR,47,17,22,39
UA,UNITED AIRLINES,TW,4476,842,3245,4087
UA,UNITED AIRLINES,UA,7,3,4,7
UA,UNITED AIRLINES,US,12250,3358,7499,10857
UA,UNITED AIRLINES,VN,445,107,211,318
VN,VIETNAM AIRLINES,,131,1,0,1
VN,VIETNAM AIRLINES,AE,528,115,1,116
VN,VIETNAM AIRLINES,AR,18,4,0,4
VN,VIETNAM AIRLINES,AT,124,29,0,29
VN,VIETNAM AIRLINES,AU,6427,2051,2,2053
VN,VIETNAM AIRLINES,AZ,10,2,0,2
VN,VIETNAM AIRLINES,BE,190,26,0,26
VN,VIETNAM AIRLINES,BH,2,0,0,0
VN,VIETNAM AIRLINES,BR,172,37,2,39
VN,VIETNAM AIRLINES,BY,70,11,0,11
VN,VIETNAM AIRLINES,CA,1474,215,0,215
VN,VIETNAM AIRLINES,CH,238,23,0,23
VN,VIETNAM AIRLINES,CN,221,154,3,157
VN,VIETNAM AIRLINES,CO,24,6,0,6
VN,VIETNAM AIRLINES,CZ,10,1,0,1
VN,VIETNAM AIRLINES,DE,5856,4936,9,4945
VN,VIETNAM AIRLINES,DK,110,26,0,26
VN,VIETNAM AIRLINES,ES,799,672,0,672
VN,VIETNAM AIRLINES,FI,68,6,0,6
VN,VIETNAM AIRLINES,FR,4550,3765,11,3776
VN,VIETNAM AIRLINES,GB,24473,12050,39,12089
VN,VIETNAM AIRLINES,GR,109,4,0,4
VN,VIETNAM AIRLINES,HK,10645,4431,23,4454
VN,VIETNAM AIRLINES,ID,5168,1810,15,1825
VN,VIETNAM AIRLINES,IE,351,29,1,30
VN,VIETNAM AIRLINES,IL,415,73,1,74
VN,VIETNAM AIRLINES,IN,2450,533,0,533
VN,VIETNAM AIRLINES,IT,1236,1093,0,1093
VN,VIETNAM AIRLINES,JP,24481,13216,24,13240
VN,VIETNAM AIRLINES,KR,29559,22641,1978,24619
VN,VIETNAM AIRLINES,KW,11,5,0,5
VN,VIETNAM AIRLINES,KZ,136,30,0,30
VN,VIETNAM AIRLINES,MX,100,22,0,22
VN,VIETNAM AIRLINES,MY,7888,3060,14,3074
VN,VIETNAM AIRLINES,NL,1389,1199,4,1203
VN,VIETNAM AIRLINES,NZ,260,44,0,44
VN,VIETNAM AIRLINES,OM,28,7,0,7
VN,VIETNAM AIRLINES,PE,1,0,0,0
VN,VIETNAM AIRLINES,PH,4338,1428,12,1440
VN,VIETNAM AIRLINES,PK,18,7,0,7
VN,VIETNAM AIRLINES,PL,542,35,0,35
VN,VIETNAM AIRLINES,PT,39,3,0,3
VN,VIETNAM AIRLINES,QA,21,2,0,2
VN,VIETNAM AIRLINES,RU,10479,1792,19,1811
VN,VIETNAM AIRLINES,SA,505,106,0,106
VN,VIETNAM AIRLINES,SE,112,11,2,13
VN,VIETNAM AIRLINES,SG,11430,2813,16,2829
VN,VIETNAM AIRLINES,TH,12215,5289,27,5316
VN,VIETNAM AIRLINES,TR,630,71,0,71
VN,VIETNAM AIRLINES,TW,13399,5654,70,5724
VN,VIETNAM AIRLINES,UA,37,8,0,8
VN,VIETNAM AIRLINES,US,6180,4964,20,4984
VN,VIETNAM AIRLINES,VE,1,0,0,0
VN,VIETNAM AIRLINES,VN,52393,21975,199,22174
VS,VIRGIN ATLANTIC,,17,0,0,0
VS,VIRGIN ATLANTIC,AE,32,18,10,28
VS,VIRGIN ATLANTIC,AR,1,1,0,1
VS,VIRGIN ATLANTIC,AT,3,1,2,3
VS,VIRGIN ATLANTIC,AU,75,31,24,55
VS,VIRGIN ATLANTIC,BE,3,2,1,3
VS,VIRGIN ATLANTIC,BR,15,5,4,9
VS,VIRGIN ATLANTIC,CA,104,48,37,85
VS,VIRGIN ATLANTIC,CH,2,1,1,2
VS,VIRGIN ATLANTIC,CN,46,19,17,36
VS,VIRGIN ATLANTIC,CO,5,0,3,3
VS,VIRGIN ATLANTIC,DE,86,42,37,79
VS,VIRGIN ATLANTIC,DK,3,0,2,2
VS,VIRGIN ATLANTIC,ES,94,48,38,86
VS,VIRGIN ATLANTIC,FR,125,68,49,117
VS,VIRGIN ATLANTIC,GB,9519,2543,5906,8449
VS,VIRGIN ATLANTIC,GR,8,2,6,8
VS,VIRGIN ATLANTIC,HK,196,84,74,158
VS,VIRGIN ATLANTIC,ID,11,6,5,11
VS,VIRGIN ATLANTIC,IE,18,9,4,13
VS,VIRGIN ATLANTIC,IL,24,13,5,18
VS,VIRGIN ATLANTIC,IN,165,57,69,126
VS,VIRGIN ATLANTIC,IT,26,13,8,21
VS,VIRGIN ATLANTIC,JP,141,56,47,103
VS,VIRGIN ATLANTIC,KR,788,644,100,744
VS,VIRGIN ATLANTIC,MX,11,4,6,10
VS,VIRGIN ATLANTIC,MY,20,13,3,16
VS,VIRGIN ATLANTIC,NL,82,40,40,80
VS,VIRGIN ATLANTIC,NZ,22,12,7,19
VS,VIRGIN ATLANTIC,OM,2,1,1,2
VS,VIRGIN ATLANTIC,PE,2,1,1,2
VS,VIRGIN ATLANTIC,PH,13,8,2,10
VS,VIRGIN ATLANTIC,PK,5,4,1,5
VS,VIRGIN ATLANTIC,PL,8,3,4,7
VS,VIRGIN ATLANTIC,PT,7,3,1,4
VS,VIRGIN ATLANTIC,QA,1,0,1,1
VS,VIRGIN ATLANTIC,RU,31,11,12,23
VS,VIRGIN ATLANTIC,SA,47,14,23,37
VS,VIRGIN ATLANTIC,SE,3,0,2,2
VS,VIRGIN ATLANTIC,SG,36,19,12,31
VS,VIRGIN ATLANTIC,TH,45,26,8,34
VS,VIRGIN ATLANTIC,TR,5,1,3,4
VS,VIRGIN ATLANTIC,TW,34,16,9,25
VS,VIRGIN ATLANTIC,UA,2,1,1,2
VS,VIRGIN ATLANTIC,US,704,348,249,597
VS,VIRGIN ATLANTIC,VN,9,4,3,7
